sid_index	SNP	Chr	GenDist	ChrPos	PValue	SnpWeight	SnpWeightSE	SnpFractVarExpl	Mixing	Nullh2
0	csnp48	3	0	0	7.23471254953e-12	-0.480729433967	0.0693072008712	0.21445366006	0.0	0.460831
14	csnp191	3	140	140	4.66072208357e-09	-0.412288618967	0.0697476125662	0.183922175534	0.0	0.460831
39	csnp389	3	390	390	1.25651720919e-08	0.400730702258	0.0698150778813	0.17876618265	0.0	0.460831
391	snp3847	3	3910	3910	5.80580494726e-07	0.352500032362	0.0700752932619	0.157250454767	0.0	0.460831
775	snp7657	3	7750	7750	8.00282588874e-07	0.348161635147	0.0700970225191	0.155315093427	0.0	0.460831
404	snp3973	3	4040	4040	1.4005619646e-06	0.340466753826	0.0701348850347	0.151882402715	0.0	0.460831
526	snp5090	3	5260	5260	1.43191627852e-06	0.340158854469	0.070136382021	0.151745048646	0.0	0.460831
893	snp8903	3	8930	8930	2.28482899813e-06	-0.333595991739	0.0701679606716	0.148817352038	0.0	0.460831
739	snp7280	3	7390	7390	4.59214123843e-06	0.323551782092	0.0702150728998	0.144336624691	0.0	0.460831
916	snp9147	3	9160	9160	4.93429501442e-06	0.322500610852	0.0702199183635	0.143867696634	0.0	0.460831
880	snp8814	3	8800	8800	6.32775640908e-06	0.318836526038	0.0702366824236	0.14223314642	0.0	0.460831
235	snp2326	3	2350	2350	8.4688129812e-06	0.314491188324	0.0702563100067	0.140294688919	0.0	0.460831
356	snp3591	3	3560	3560	1.28977036973e-05	0.308116012373	0.0702846091302	0.137450719485	0.0	0.460831
586	snp5688	3	5860	5860	1.58982126934e-05	0.304898907602	0.0702986654637	0.13601556731	0.0	0.460831
788	snp7750	3	7880	7880	1.74107078687e-05	-0.303490974786	0.0703047697858	0.13538748772	0.0	0.460831
610	snp5984	3	6100	6100	1.8141300969e-05	-0.302852105117	0.0703075302164	0.135102487616	0.0	0.460831
288	snp2821	3	2880	2880	1.9797508713e-05	0.301490004592	0.070313395804	0.134494853837	0.0	0.460831
691	snp6853	3	6910	6910	2.06147129141e-05	-0.30085738805	0.0703161108712	0.134212643255	0.0	0.460831
554	snp5405	3	5540	5540	3.59473386236e-05	0.292029651674	0.0703533921515	0.130274585292	0.0	0.460831
273	snp2706	3	2730	2730	3.79941382063e-05	-0.291136688604	0.0703571004008	0.129876233984	0.0	0.460831
745	snp7352	3	7450	7450	5.49673482225e-05	-0.285114435273	0.0703818077462	0.127189703521	0.0	0.460831
13	csnp182	3	130	130	6.17379162355e-05	-0.283195461499	0.0703895703846	0.126333648285	0.0	0.460831
500	snp4881	3	5000	5000	6.18880654093e-05	-0.283155202611	0.0703897326694	0.126315688773	0.0	0.460831
3	csnp77	3	30	30	6.37080920883e-05	0.282674414642	0.0703916689283	0.126101209	0.0	0.460831
328	snp3261	3	3280	3280	6.6378845008e-05	0.281991891316	0.070394411886	0.125796734976	0.0	0.460831
134	snp1366	3	1340	1340	0.000123081038027	-0.271537663698	0.0704355843689	0.121133098391	0.0	0.460831
604	snp5954	3	6040	6040	0.00012439469755	0.271354651461	0.0704362910752	0.121051456533	0.0	0.460831
519	snp5045	3	5190	5190	0.000145276577476	0.268666466153	0.0704466158622	0.119852255616	0.0	0.460831
454	snp4398	3	4540	4540	0.00020573598966	0.262546793089	0.0704697314643	0.117122266158	0.0	0.460831
957	snp9458	3	9570	9570	0.000221758805576	0.261210548271	0.070474706975	0.116526166623	0.0	0.460831
305	snp3072	3	3050	3050	0.00024399977473	0.259498484683	0.070481044237	0.115762414132	0.0	0.460831
431	snp4197	3	4310	4310	0.000283396267146	0.256796345725	0.0704909603631	0.114556988484	0.0	0.460831
471	snp4556	3	4710	4710	0.000299347507187	-0.255801281427	0.0704945854849	0.114113089763	0.0	0.460831
481	snp4699	3	4810	4810	0.00031844379314	-0.254673268948	0.070498677706	0.113609882787	0.0	0.460831
131	snp1337	3	1310	1310	0.000375893945461	-0.251625174393	0.0705096439964	0.11225012616	0.0	0.460831
741	snp7325	3	7410	7410	0.000471211491658	-0.247417135645	0.0705245637652	0.110372917803	0.0	0.460831
806	snp7920	3	8060	8060	0.000507877372969	0.246007551845	0.0705295045464	0.109744101709	0.0	0.460831
270	snp2680	3	2700	2700	0.000557580644498	0.244240936889	0.0705356564264	0.108956013823	0.0	0.460831
262	snp2618	3	2620	2620	0.000615176194485	-0.242368434512	0.0705421280563	0.108120689501	0.0	0.460831
142	snp1465	3	1420	1420	0.000628141530906	0.241969467971	0.0705435004276	0.107942710312	0.0	0.460831
701	snp6961	3	7010	7010	0.00069654895109	-0.239983284026	0.0705502984949	0.107056672582	0.0	0.460831
1040	snp10312	3	10400	10400	0.00076361501218	0.238204577115	0.0705563383283	0.106263190468	0.0	0.460831
210	snp2184	3	2100	2100	0.000822142978128	0.23676695775	0.0705611867457	0.105621867693	0.0	0.460831
28	csnp284	3	280	280	0.000830739350345	-0.236563843601	0.0705618693617	0.105531258362	0.0	0.460831
748	snp7387	3	7480	7480	0.000921251470102	-0.234535899489	0.0705686522921	0.104626591399	0.0	0.460831
169	snp1823	3	1690	1690	0.000943021969538	-0.234075724591	0.0705701832347	0.104421307128	0.0	0.460831
734	snp7264	3	7340	7340	0.000945874296089	0.234016163163	0.0705703811657	0.104394736743	0.0	0.460831
990	snp9771	3	9900	9900	0.00100094400321	0.232897624482	0.0705740887693	0.103895756033	0.0	0.460831
118	snp1224	3	1180	1180	0.00101805498541	-0.232561653056	0.0705751989018	0.103745878999	0.0	0.460831
925	snp9218	3	9250	9250	0.0010919867076	0.231167508351	0.0705797881917	0.103123950293	0.0	0.460831
165	snp1808	3	1650	1650	0.00124065902127	0.228609758542	0.0705881353565	0.101982936722	0.0	0.460831
113	snp1209	3	1130	1130	0.00133103766398	0.227189874753	0.0705927286098	0.101349525797	0.0	0.460831
656	snp6408	3	6560	6560	0.00137135504658	0.226584934653	0.0705946767771	0.101079661692	0.0	0.460831
585	snp5685	3	5850	5850	0.0014130206182	-0.225976737484	0.0705966301433	0.100808344607	0.0	0.460831
197	snp2083	3	1970	1970	0.00142908739045	0.225746611608	0.0705973678627	0.100705685329	0.0	0.460831
40	csnp397	3	400	400	0.00149914343449	-0.224770229452	0.0706004894265	0.100270120722	0.0	0.460831
156	snp1650	3	1560	1560	0.0016075867538	0.223338628885	0.0706050416455	0.0996314829361	0.0	0.460831
427	snp4182	3	4270	4270	0.00177436407872	0.221301424538	0.0706114689246	0.0987226849771	0.0	0.460831
380	snp3772	3	3800	3800	0.00189323844975	0.21995407211	0.07061568708	0.0981216303315	0.0	0.460831
439	snp4288	3	4390	4390	0.00205902304923	-0.218199147981	0.0706211422194	0.0973387577299	0.0	0.460831
1014	snp10050	3	10140	10140	0.0021258515959	-0.217528139135	0.0706232163751	0.0970394203214	0.0	0.460831
211	snp2200	3	2110	2110	0.0022037717867	-0.216769729585	0.0706255529316	0.0967010934113	0.0	0.460831
950	snp9414	3	9500	9500	0.00232276266052	-0.21565764247	0.0706289642252	0.0962049907489	0.0	0.460831
381	snp3790	3	3810	3810	0.00235398246125	-0.215374499407	0.0706298299294	0.0960786804757	0.0	0.460831
714	snp7078	3	7140	7140	0.00244039796377	0.21460830285	0.070632166804	0.0957368797779	0.0	0.460831
989	snp9766	3	9890	9890	0.00253976832468	0.213757307583	0.0706347524599	0.0953572503299	0.0	0.460831
622	snp6113	3	6220	6220	0.00258389043707	0.213389163152	0.0706358678137	0.0951930209003	0.0	0.460831
503	snp4893	3	5030	5030	0.00269150420969	0.212514778988	0.0706385091275	0.0948029576528	0.0	0.460831
1002	snp9912	3	10020	10020	0.00290669849877	0.210857984977	0.0706434839098	0.0940638609498	0.0	0.460831
15	csnp192	3	150	150	0.00299059451499	0.210242223314	0.0706453228169	0.0937891693395	0.0	0.460831
428	snp4191	3	4280	4280	0.00316114864998	-0.209037477066	0.0706489049726	0.0932517313879	0.0	0.460831
432	snp4223	3	4320	4320	0.0032325658311	-0.208550506346	0.070650347023	0.0930344934866	0.0	0.460831
21	csnp229	3	210	210	0.00332628367974	-0.207926114576	0.0706521910501	0.0927559519808	0.0	0.460831
645	snp6310	3	6450	6450	0.00335404637506	-0.207744218151	0.0706527271989	0.0926748078873	0.0	0.460831
299	snp2986	3	2990	2990	0.003531447598	0.206613229849	0.0706560502237	0.0921702733951	0.0	0.460831
148	snp1564	3	1480	1480	0.00358970722697	-0.206253054562	0.0706571046354	0.0920095990054	0.0	0.460831
700	snp6956	3	7000	7000	0.00365622366571	0.205848268125	0.0706582874317	0.0918290235573	0.0	0.460831
708	snp7022	3	7080	7080	0.00373942995913	-0.205351225219	0.0706597365984	0.0916072924483	0.0	0.460831
240	snp2406	3	2400	2400	0.00379841526203	-0.20500491399	0.070660744207	0.0914528028223	0.0	0.460831
47	csnp473	3	470	470	0.00395396065137	-0.204114553898	0.0706633268784	0.0910556127046	0.0	0.460831
316	snp3172	3	3160	3160	0.00398130513189	-0.20396132333	0.0706637702117	0.0909872564654	0.0	0.460831
634	snp6214	3	6340	6340	0.00405605627837	-0.203547257203	0.0706649665264	0.0908025413423	0.0	0.460831
862	snp8654	3	8620	8620	0.00413244748967	-0.20313119123	0.0706661661499	0.0906169340875	0.0	0.460831
828	snp8227	3	8280	8280	0.00419166831465	0.202813412117	0.0706670807205	0.0904751726533	0.0	0.460831
115	snp1211	3	1150	1150	0.0042995275252	-0.202244945722	0.0706687131698	0.0902215794878	0.0	0.460831
426	snp4174	3	4260	4260	0.00434641637145	-0.202001838101	0.070669409885	0.0901131290466	0.0	0.460831
220	snp2260	3	2200	2200	0.00446135745676	0.201415791343	0.0706710859466	0.0898516932713	0.0	0.460831
648	snp6319	3	6480	6480	0.00448825169543	-0.201280640718	0.0706714717734	0.0897914025047	0.0	0.460831
311	snp3132	3	3110	3110	0.0045490910057	0.200977590264	0.07067233597	0.0896562115335	0.0	0.460831
111	snp1195	3	1110	1110	0.00467261380625	-0.200373415421	0.0706740549536	0.08938668881	0.0	0.460831
402	snp3937	3	4020	4020	0.00474149908349	-0.200042727537	0.0706749936095	0.0892391687664	0.0	0.460831
507	snp4908	3	5070	5070	0.00500634561945	0.198810469767	0.0706784776053	0.0886894579098	0.0	0.460831
