sid_index	SNP	Chr	GenDist	ChrPos	PValue	SnpWeight	SnpWeightSE	SnpFractVarExpl	Mixing	Nullh2
1045	snp10465	2	10450	10450	3.54563048628e-10	0.442480556439	0.0698266844968	0.196671556962	0.0	0.465129
719	snp7293	2	7190	7190	3.21890766711e-09	-0.418041851586	0.0699774111079	0.18580916298	0.0	0.465129
759	snp7624	2	7590	7590	2.82405779672e-08	0.392466764949	0.070125661738	0.174441675674	0.0	0.465129
229	snp2258	2	2290	2290	3.13234124967e-08	0.3912044375	0.070132728924	0.173880602648	0.0	0.465129
951	snp9639	2	9510	9510	3.91741173454e-08	-0.388465448814	0.070147982529	0.17266319058	0.0	0.465129
44	csnp475	2	440	440	3.97600890257e-08	0.38828293058	0.0701489950587	0.172582065783	0.0	0.465129
16	csnp135	2	160	160	4.24557028775e-07	0.357985412956	0.0703102901204	0.15911557584	0.0	0.465129
3	csnp30	2	30	30	1.1836569474e-06	-0.344051647059	0.0703799582275	0.152922364876	0.0	0.465129
220	snp2207	2	2200	2200	2.40542090178e-06	0.334083275111	0.0704280623625	0.148491672493	0.0	0.465129
29	csnp339	2	290	290	2.76877210405e-06	-0.332071145879	0.0704375968008	0.1475973313	0.0	0.465129
35	csnp390	2	350	350	3.98639294762e-06	0.326802216155	0.0704622846461	0.145255423622	0.0	0.465129
394	snp3957	2	3940	3940	7.48481275284e-06	-0.317496634529	0.0705049015904	0.141119324984	0.0	0.465129
750	snp7546	2	7500	7500	7.77432758897e-06	0.316927682181	0.0705074664758	0.140866439874	0.0	0.465129
278	snp2683	2	2780	2780	1.13095657757e-05	-0.31125501088	0.0705327827609	0.138345079148	0.0	0.465129
865	snp8700	2	8650	8650	1.19261646482e-05	0.310443590594	0.0705363658959	0.137984423095	0.0	0.465129
381	snp3812	2	3810	3810	1.34932730486e-05	-0.308548682322	0.0705446964551	0.137142183691	0.0	0.465129
684	snp6985	2	6840	6840	1.35200518563e-05	0.308518160782	0.0705448302111	0.137128617629	0.0	0.465129
82	snp839	2	820	820	1.80391899698e-05	0.304047806923	0.0705642752666	0.13514165698	0.0	0.465129
785	snp7881	2	7850	7850	1.9730105461e-05	0.302646076238	0.0705703129481	0.134518622697	0.0	0.465129
34	csnp380	2	340	340	4.19433528638e-05	0.290594535576	0.0706210511146	0.129162013844	0.0	0.465129
91	snp974	2	910	910	6.09235733704e-05	0.284451927402	0.0706461055144	0.126431777914	0.0	0.465129
571	snp5772	2	5710	5710	6.69379181739e-05	-0.282883085299	0.0706524172771	0.125734466779	0.0	0.465129
348	snp3403	2	3480	3480	7.42544783229e-05	-0.281145027943	0.0706593684154	0.12496194369	0.0	0.465129
572	snp5777	2	5720	5720	9.63873112057e-05	-0.276729110959	0.0706768335997	0.122999178873	0.0	0.465129
660	snp6728	2	6600	6600	0.000102502033363	0.27567837941	0.0706809479481	0.12253215494	0.0	0.465129
569	snp5755	2	5690	5690	0.000103517697517	0.275509597881	0.0706816073645	0.122457135765	0.0	0.465129
494	snp4910	2	4940	4940	0.000137405105065	-0.27062040186	0.0707005311665	0.120284010235	0.0	0.465129
805	snp8057	2	8050	8050	0.00018669536717	-0.265234393723	0.0707209799799	0.117890064127	0.0	0.465129
744	snp7499	2	7440	7440	0.000192633291973	-0.26467860093	0.0707230664024	0.117643028111	0.0	0.465129
635	snp6478	2	6350	6350	0.000201780458482	0.263853111299	0.0707261570648	0.117276118585	0.0	0.465129
1001	snp9995	2	10010	10010	0.000226074111076	-0.261820176398	0.0707337267103	0.116372529791	0.0	0.465129
432	snp4360	2	4320	4320	0.000231726562885	0.261376648464	0.0707353703021	0.116175392701	0.0	0.465129
320	snp3003	2	3200	3200	0.000310875413137	0.256045548899	0.0707549049108	0.113805852082	0.0	0.465129
920	snp9304	2	9200	9200	0.000420903388678	0.25043995518	0.0707750055499	0.111314305666	0.0	0.465129
